Date,Title,Price
2025-02-06,funny data analyst definition data scientist T-Shirt,19.
2025-02-06,funny data analyst definition data scientist T-Shirt,19.
2025-02-06,funny data analyst definition data scientist T-Shirt,19.
2025-02-06,funny data analyst definition data scientist T-Shirt,19.
